id,subject,body,type
2869,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
2872,,,push
2878,,,push
2882,,,push
2891,,,push
2896,,,push
2903,,,push
2907,,,push
2935,,,push
2940,,,push
2916,,,push
2929,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
2932,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
2922,,,push
2923,,,push
2924,,,push
2952,Урра! Доставляем и из Быстронома 🤗,Пора заказать любимые товары! Также в вашем городе доступен магазин Лента,push
2950,,,push
2959,Вам доступен магазин Шан 🤗,Закажите любимые товары по выгодным ценам,push
2962,Вам доступен магазин Аутлет 🤗,Закажите любимые товары по выгодным ценам,push
2966,Вам доступен магазин Осень 🤗,Закажите любимые товары по выгодным ценам,push
2969,Вам доступен магазин Парус 🤗,Закажите любимые товары по выгодным ценам,push
2972,Вам доступен магазин Фреш 25 🤗,Закажите любимые товары по выгодным ценам,push
2975,В этот день непогожий лучше остаться дома 🌧,"А мы доставим все необходимое для самых маленьких из ""Дочки-Сыночки""",push
2978,Не отрывайтесь от важных дел 👪,"А мы доставим все необходимое для самых маленьких из ""Дочки-Сыночки""",push
2982,Не отрывайтесь от важных дел 👪,А мы доставим все необходимое из Бахетле,push
2986,Проведите выходные с пользой! ,Обеспечим необходимым внутри малого московского кольца 🚚,push
2991,,,push
2995,,,push
3000,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3003,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3006,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3013,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3016,,,push
3020,,,push
3024,,,push
3030,,,push
3039,,,push
3040,,,push
3041,,,push
3046,,,push
3049,,,push
3052,,,push
3055,,,push
3058,,,push
3063,,,push
3066,,,push
3070,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3077,Щедрые выходные в METRO 🚀🚀🚀,А у вас осталось ещё {{customer.remaining_bonuses}} бонусов! Не упустите выгоду ,push
3081,,,push
3091,Вам доступен магазин 220 ВОЛЬТ 👉,"Автотовары, инструменты, садовый инвентарь и многое другое 
",push
3086,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3089,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3094,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3099,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3104,У вас {{customer.remaining_bonuses}} бонусов на покупки,Выбирайте продукты и товары на выходные 😉,push
3110,,,push
3114,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3117,,,push
3123,,,push
3126,,,push
3142,Не упустите выгоду 🔥,У вас осталось ещё {{customer.remaining_bonuses1}} бонусов! Применяйте в приложении,push
3146,,,push
3152,Скидки! 🔥🔥🔥,"Покупайте с выгодой: Zewa, Persil, Bref и др.",push
3149,,,push
3155,,,push
3159,,,push
3163,,,push
3167,,,push
3171,,,push
3176,,,push
3183,,,push
3186,Теперь вам доступен магазин Мегас 🚀,Большой выбор товаров по выгодным ценам. Посмотрим?,push
3189,,,push
3192,,,push
3195,,,push
3198,,,push
3201,,,push
3204,,,push
3212,,,push
3216,,,push
3219,,,push
3222,,,push
3225,Дарим 450 ₽ на покупки в  220 ВОЛЬТ 💥,"Применяйте промокод volt15 и сэкономьте три раза по 150 ₽ на покупках 
",push
3228,,,push
3231,,,push
3234,,,push
3238,Скидки от нас и не только 🤗,Выгодные предложения тут. Посмотрим?,push
3241,,,push
3244,,,push
3247,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3250,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3254,,,push
3258,Дарим 450 ₽ на покупки в  220 ВОЛЬТ 💥,"Применяйте промокод volt15 и сэкономьте три раза по 150 ₽ на покупках 
",push
3270,,,push
3263,,,push
3273,Не упустите выгоду 🔥,Вам начислено 300 бонусов! Применяйте в приложении,push
3276,Не упустите выгоду 🔥,Вам начислено 2000 бонусов! Применяйте в приложении,push
3279,,,push
3282,Скидки от нас и не только 🤗,Выгодные предложения тут. Посмотрим?,push
3285,,,push
3289,,,push
3293,,,push
3296,,,push
3299,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3302,,,push
3305,,,push
3313,,,push
3316,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3320,Теперь заказывать стало проще!,Мы открыли ещё два магазина ЛЕНТА в нашем городе🎉 Вперед за покупками! ,push
3328,,,push
3327,,,push
6,What happens now?,,email
8,Let's agree to stay friends,,email
11,10 Reasons to Upgrade,,email
18,Placeholder for Push Notification,,email
20,Email Followup,,email
21,Placeholder for Push #2,,email
22,Placeholder for push #3,,email
26,Placeholder for Push Notification,,email
28,Email Followup,,email
29,Placeholder for Push #2,,email
31,Placeholder for push #3,,email
32,Email1,,email
332,Email_2,,email
48,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
56,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
57,Control Group - no email,,email
60,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
69,Спасибо для кармана😉 - ваши 250 рублей!,Внутри ваш промокод на скидку 250 руб. за участие в опросе,email
64,Спасибо для кармана😉 - ваши 250 рублей!,Внутри ваш промокод на скидку 250 руб. за участие в опросе,email
83,Order something else!,,email
96,💰 Подарок в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
98,Спасибо для кармана😉 - ваши промокоды за опрос!,Внутри ваш промокоды - на бесплатную доставку и на скидку 400 руб. за участие в опросе Instamart,email
144,🚛 Бесплатная доставка в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
146,🙄Упускаете бесплатную доставку в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
225,Ваши промокоды за опрос скоро сгорят🙉,Внутри ваш промокоды - на бесплатную доставку и на скидку 400 руб. за участие в опросе Instamart скоро сгорят,email
105,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
106,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
107,Control Group - no email,,email
109,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
111,Спасибо для кармана😉 - ваши 250 рублей!,Внутри ваш промокод на скидку 250 руб. за участие в опросе,email
252,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
352,Спасибо для кармана😉 - ваши 150 рублей!,Внутри ваш промокод на скидку 150 руб. за участие в опросе,email
354,"Ваши 150 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 150 руб. при покупке в Instamart,email
1059,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
1060,Спасибо для кармана😉 - ваши 100 рублей!,Внутри ваш промокод на скидку 100 руб. за участие в опросе,email
116,💰 Подарок в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса,email
118,Спасибо для кармана😉 - ваш промокод за опрос!,Внутри ваш промокод - на бесплатную доставку за участие в опросе Instamart,email
140,🚛 Бесплатная доставка в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса Instamart,email
142,🙄Упускаете бесплатную доставку в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса Instamart,email
280,"❗❗❗ Вы не использовали вашу бесплатную доставку, а скоро она закончится!","Внутри ваш промокод - на 3 бесплатные доставки, но его действие скоро заканчивается",email
322,"❗❗❗ Вы не использовали вашу бесплатную доставку, а скоро она закончится!","Внутри ваш промокод - на 3 бесплатные доставки, но его действие скоро заканчивается",email
121,💰 Подарок в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса,email
123,Спасибо для кармана😉 - ваш промокод за опрос!,Внутри ваш промокод - на бесплатную доставку за участие в опросе Instamart,email
148,🚛 Бесплатная доставка в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса,email
150,🙄Упускаете бесплатную доставку в обмен на ваше мнение!,Получите бесплатную доставку за прохождение опроса,email
278,🙉 Ваша бесплатная доставка заканчивается! Она вам не нужна?,"Внутри ваш промокод - на 2 бесплатные доставки, но его действие скоро заканчивается",email
126,💰 Подарок в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
128,Спасибо для кармана😉 - ваши промокоды за опрос!,Внутри ваш промокоды - на бесплатную доставку и на скидку 300 руб. за участие в опросе Instamart,email
154,🚛 Бесплатная доставка в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
155,🙄Упускаете бесплатную доставку в обмен на ваше мнение!,Получите бесплатную доставку и скидку за прохождение опроса,email
157,Спасибо для кармана😉 - ваши промокоды за опрос!,Внутри ваш промокоды - на бесплатную доставку и на скидку 300 руб. за участие в опросе Instamart,email
222,Ваши промокоды за опрос скоро сгорят 🙉,"Внутри ваш промокоды - на бесплатную доставку и на скидку 300 руб. за участие в опросе Instamart, но их действие скоро заканчивается",email
133,Пришло время сделать заказ!,"Вы 2 недели не делали заказ, запасы истощились!",email
136,"🤨 Ой, а ваш заказ?!.","Пора сделать второй заказ, а мы поможем дополнительно сэкономить",email
137,"Экономьте, делая заказы у нас!","Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
138,Control Group - no email - Motivation 2nd Order,,email
250,"Ваши 350 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 350 руб. при покупке в Instamart,email
169,"Экономьте, делая заказы у нас!","Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
171,Дарим самое важное!,Позвольте себе время жить! Освободите свой календарь от походов в магазин и стояния в очереди - заказывайте в Instamart,email
172,Control Group - no email - Motivation 3rd Order,"Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
195,"🤨 Ой, а ваш заказ?!.","Пора сделать новый заказ, а мы поможем дополнительно сэкономить",email
245,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
175,"Экономьте, делая заказы у нас!","Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
176,Экономьте! Мы поможем! 💪,"Вы давно не делали заказ, запасы истощились; мы поможем сэкономить",email
177,Control Group - no email - Motivation 4th Order,"Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
198,"🤨 Ой, а ваш заказ?!.","Пора сделать следующий заказ, а мы поможем дополнительно сэкономить",email
243,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
1069,Экономьте! Мы поможем! 💪,"Вы давно не делали заказ, запасы истощились; мы поможем сэкономить",email
1070,"🤨 Ой, а ваш заказ?!.","Пора сделать следующий заказ, а мы поможем дополнительно сэкономить",email
1071,Промокод на скидку 250 рублей уже ждёт вас👀,,email
1877,Дарим самое важное 💚 ,,email
1878,Промокод на следующий заказ ждет вас 💥,Пора совершать выгодные покупки!,email
187,🔥 Бесплатная доставка из магазина ЛЕНТА для вас!,Теперь в Казани Instamart доставляет и из магазинов Лента,email
189,🤨 Заканчивается бесплатная доставка из магазина ЛЕНТА!,Теперь в Казани Instamart доставляет и из магазинов Лента,email
202,🔥 Бесплатная доставка из магазина ЛЕНТА для вас!,Теперь в Казани Instamart доставляет и из магазинов Лента,email
207,🚚 Бесплатно доставим вам первый заказ!,Доставка первого заказа бесплатно!,email
209,"Всё еще носите тяжелые пакеты? Закажите продукты у нас, мы доставим!","Всё еще носите тяжелые пакеты? Закажите продукты у нас, мы доставим! Первая доставка всего за 99 рублей",email
210,🚚 Бесплатно доставим вам первый заказ!,No email 1 - Control Group 1st Order motivation,email
262,🔥 Бесплатная доставка на ещё один заказ в июне!,🔥 Бесплатная доставка на ещё один заказ в июне!,email
282,"❗❗❗ Вы не использовали бесплатную доставку, а скоро она закончится!","Внутри ваш промокод на бесплатную доставку, но его действие скоро заканчивается",email
266,🔥 Бесплатная доставка на заказ в июне!,🔥 Бесплатная доставка на ещё один заказ в июне!,email
286,"❗❗❗ Вы не использовали бесплатную доставку, а скоро она закончится!","Внутри ваш промокод на бесплатную доставку, но его действие скоро заканчивается",email
290,🔥 Бесплатная доставка на ещё один заказ в июне!,🔥 Бесплатная доставка на ещё один заказ в июне!,email
292,"❗❗❗ Вы не использовали бесплатную доставку, а скоро она закончится!","Внутри ваш промокод на бесплатную доставку, но его действие скоро заканчивается",email
296,🔥 Бесплатная доставка на заказ в июне!,🔥 Бесплатная доставка на ещё один заказ в июне!,email
298,"❗❗❗ Вы не использовали бесплатную доставку, а скоро она закончится!","Внутри ваш промокод на бесплатную доставку, но его действие скоро заканчивается",email
309,"Экономьте, делая заказы у нас!","Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
313,"🤨 Ой, а ваш заказ?!.","Пора сделать второй заказ, а мы поможем дополнительно сэкономить",email
315,Ваши 150 рублей скоро сгорят. Они вам не нужны?👀,Внутри ваш промокод на скидку 150 руб. при покупке в Instamart,email
317,🚚 Заказ в Instamart со скидкой!,"Внутри ваш промокод на 350 рублей. Пора сделать следующий заказ, а мы поможем дополнительно сэкономить",email
319,"🙄 Ваши 350 рублей завтра ""сгорят"" скоро!",Внутри ваш промокод на скидку 350 руб. при покупке в Instamart,email
348,🔥 Бесплатная доставка до конца июля!,🔥 Бесплатная доставка до конца июля!,email
350,☝ Бесплатная доставка заканчивается сегодня!,"Внутри ваш промокод на бесплатную доставку, но его действие сегодня заканчивается",email
361,Скидка в обмен на ваше мнение!,Недавно вы отменили заказ в Instamart. Поделитесь с нами вашим мнением и мы взамен дадим вам скидку.,email
363,Ваши 150 рублей за ваше мнение,Внутри ваш промокод на скидку 150 руб. за участие в опросе,email
411,"Скидка 15% на детские товары интернет-магазине ""Дочки-сыночки""","Скидка 15% на детские товары интернет-магазине ""Дочки-сыночки""",email
417,🍫 Двойная выгода при покупке конфет Коркунов в Instamart,Конфеты Коркунов почти в подарок!,email
484,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
488,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
490,Спасибо для кармана😉 - ваши 300 рублей!,Внутри ваш промокод на скидку  300 руб. за участие в опросе,email
492,"Ваши 300 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 300 руб. при покупке на Сбермаркете,email
1880,В вашей корзине остались товары 👀,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас,email
1881,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
1882,Спасибо для кармана😉 - ваши 300 рублей!,Внутри ваш промокод на скидку 300 рублей за участие в опросе,email
1883,Для вас подарок 💚 Открывайте скорее!,Успейте использовать личный промокод,email
497,Дарим самое важное!,Позвольте себе время жить! Освободите свой календарь от походов в магазин и стояния в очереди - заказывайте в Instamart,email
501,"🤨 Ой, а ваш заказ?!.","Пора сделать новый заказ, а мы поможем дополнительно сэкономить",email
503,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
1066,Дарим самое важное!,Позвольте себе время жить! Освободите свой календарь от походов в магазин и стояния в очереди - заказывайте в СберМаркете,email
1067,"🤨 Ой, а ваш заказ?!.","Пора сделать новый заказ, а мы поможем дополнительно сэкономить",email
1068,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Сбермаркете,email
1874,Дарим самое важное 💚,,email
1875,Ваш личный промокод уже внутри👉🏼 Посмотрим?,Скидка 250 рублей на третий заказ,email
1876,Поторопитесь 👀 Ваша скидка скоро сгорит,-250 рублей по персональному промокоду,email
518,Ваши 300 рублей за опрос,,email
520,Ваши 250 рублей за опрос,,email
522,Ваши 250 рублей за опрос,,email
524,Ваши 250 рублей за опрос,,email
529,Subject,,email
543,"🔥 Товары на 20% дешевле онлайн в Instamart, чем в магазине",,email
547,,,email
572,🔥 Бесплатная доставка до конца сентября,🔥 Бесплатная доставка на заказ до конца сентября,email
574,❗❗❗ Сегодня ваша скидка в Instamart заканчивается,"Внутри ваш промокод на 300 рублей, но его действие скоро заканчивается",email
1857,"Спасибо, что вы с нами 💚 Пора совершать выгодные покупки!",,email
1859,Пора совершать покупки! 🚀 Промокод уже ждет вас 👉🏼,,email
1869,Успейте использовать промокод ✨ Ваша личная скидка внутри 👇,,email
803,"Экономьте, делая заказы у нас!","Вы 2 недели не делали заказ, запасы истощились; мы поможем сэкономить",email
808,"🤨 Ой, а ваш заказ?!.","Пора сделать второй заказ, а мы поможем дополнительно сэкономить",email
671,Test email Infobip,,email
705,🔥 Бесплатная доставка до конца октября,🔥 Бесплатная доставка на заказ до конца октября,email
707,❗❗❗ Завтра заканчивается бесплатная доставка в Instamart,Сегодня бесплатная доставка в Instamart заканчивается,email
1075,"Спасибо, что вы с нами! Вам подарок от SUNLIGHT",,email
712,🔥 Вам промокод от Instamart на доставку из магазина Ашан,🔥 Вам промокод от Instamart на заказ из Ашан,email
714,❗❗❗ Завтра сгорит ваша скидка 200 рублей в Instamart,Завтра сгорит ваша скидка 200 рублей в Instamart,email
719,🔥 Вам промокод от Instamart на доставку из магазина Ашан,🔥 Вам промокод от Instamart на заказ из Ашан,email
721,❗❗❗ Завтра сгорит ваша скидка 200 рублей в Instamart,Завтра сгорит ваша скидка 200 рублей в Instamart,email
726,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
728,❗❗❗ Завтра сгорит ваша скидка 200 рублей в Instamart,Завтра сгорит ваша скидка 200 рублей в Instamart,email
733,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
735,❗❗❗ Завтра сгорит ваша скидка 200 рублей в Instamart,Завтра сгорит ваша скидка 200 рублей в Instamart,email
740,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
742,❗❗❗ Завтра сгорит ваша скидка 200 рублей в Instamart,Завтра сгорит ваша скидка 200 рублей в Instamart,email
871,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
866,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
861,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
859,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
850,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
845,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
840,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
835,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
818,🔥 Вам промокод на заказ в Instamart,🔥 Вам промокод на заказ в Instamart,email
876,В вашей корзине остались товары,Мы сохранили ваши товары в корзине. Можете завершить заказ прямо сейчас.,email
880,Скидка в обмен на ваше мнение!,"Вы не завершили заказ у нас, поделитесь с нами своим мнением, мы поможем и дадим скидку!",email
882,Спасибо для кармана😉 - ваши 100 рублей!,Внутри ваш промокод на скидку 100 руб. за участие в опросе,email
884,"Ваши 100 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 100 руб. при покупке на Сбермаркете,email
913,Дарим самое важное!,Позвольте себе время жить! Освободите свой календарь от походов в магазин и стояния в очереди - заказывайте в Instamart,email
917,"🤨 Ой, а ваш заказ?!.","Пора сделать новый заказ, а мы поможем дополнительно сэкономить",email
919,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
944,Экономьте! Мы поможем! 💪,"Вы давно не делали заказ, запасы истощились; мы поможем сэкономить",email
949,"🤨 Ой, а ваш заказ?!.","Пора сделать следующий заказ, а мы поможем дополнительно сэкономить",email
951,"Ваши 250 рублей ""сгорят"" скоро! Они вам не нужны?👀",Внутри ваш промокод на скидку 250 руб. при покупке в Instamart,email
977,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
980,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
981,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
982,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
983,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1011,"Закажите продукты в СберМаркете, а мы привезем тяжелые пакеты за Вас!",1-ая доставка всего за 98 рублей,email
1873,Добро пожаловать 💚 Мы вам очень рады! ,,email
1037,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1038,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1039,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1040,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1041,Встречайте СберМаркет - новое название Instamart 🧡->💚,,email
1051,"💚 СберМаркет открыт! Заходите, мы вас очень ждем!",,email
1052,"💚 СберМаркет открыт! Заходите, мы вас очень ждем!",,email
1053,"💚 СберМаркет открыт! Заходите, мы вас очень ждем!",,email
1054,"💚 СберМаркет открыт! Заходите, мы вас очень ждем!",,email
1055,"💚 СберМаркет открыт! Заходите, мы вас очень ждем!",,email
1096,Тебя ждёт БЕСПЛАТНАЯ доставка от СберМаркета💰,"Успей заказать любимые товары, а мы доставим БЕСПЛАТНО!",email
1104,Успей использовать промокод от СберМаркета 🤩,,email
1109,Успей заказать по ПРОМОКОДУ  в Супермаркета🤩,,email
1918,Вас ждёт БЕСПЛАТНАЯ доставка от СберМаркета💰,"Успейте заказать любимые товары, а мы доставим БЕСПЛАТНО!",email
1175,Поздравляем! Вам подарок – 2000 рублей на уроки английского! ,,email
1285,Добро пожаловать! 🤗 Мы вам очень рады 💚,,email
1397,Пора совершать выгодные покупки 😋,,email
1302,"Спасибо, что вы с нами 💚",,email
1328,,,email
1333,"Собрали то, что вы любите 💚 Проверим?",,email
1402,"У нас есть всё, что вы любите  🤗 Проверим?",,email
1409,Любимые товары по выгодным ценам ждут вас 👐,,email
1417,,,email
1442,Пора пополнить запасы 😋 Всё необходимое есть у нас!,,email
1449,,,email
1457,,,email
1482,Вас ждёт промокод! Открывайте скорее 👉🏼,,email
1495,,,email
1496,Сегодня готовим брауни с M&M's  😋 Приступим?,Видео рецепт и все необходимые ингредиенты уже ждут вас,email
1497,Сегодня готовим брауни с M&M's  😋 Приступим?,Видео рецепт и все необходимые ингредиенты уже ждут вас,email
1500,,,email
1501,Сегодня печем брауни😋,,email
1502,Сегодня готовим брауни!,,email
1510,,,email
1511,Сегодня готовим брауни с M&M's  😋 Приступим?,Видео рецепт и все необходимые ингредиенты уже ждут вас,email
1512,Сегодня готовим брауни с M&M's  😋 Приступим?,Видео рецепт и все необходимые ингредиенты уже ждут вас,email
1519,,,email
1520,Скидки до 60% ждут вас! Пора совершать выгодные покупки 😋,,email
1521,Скидки до 60% ждут вас! Пора совершать выгодные покупки 😋,,email
1530,,,email
1531,Скидки на любимые товары уже ждут вас 👀 Посмотрим?,,email
1532,Скидки на любимые товары уже ждут вас 👀 Посмотрим?,,email
1544,,,email
1545,Скидки на любимые товары уже ждут вас 🤗,,email
1546,Скидки на любимые товары уже ждут вас 🤗,,email
1991,Все необходимые товары для самых маленький🤗 ,Скидки уже ждут вас!,email
1992,Все необходимые товары для самых маленьких уже здесь🤗 ,Скидки ждут вас!,email
1993,Любимые товары по выгодным ценам уже здесь 🤗,Скидки ждут вас!,email
2317,Hello!,,email
2474,Доставим любимые товары БЕСПЛАТНО 🚀🚀,Пора совершать выгодные покупки! Акция действует всего 9 дней,email
2476,Для вас бесплатная доставка! Акция действует 4 дня 🔥,Успейте совершить заказ,email
2585,Урра 💥 Вам начислены бонусы 🚀🚀,,email
2592,Успейте получить бонусы 🚀🚀 Осталось всего 2 дня 🔥,,email
2596,Пора использовать свои бонусы 🔥🚀 Совершайте выгодные покупки!,,email
2605,Урра! Вам начислены бонусы 💥💥,Успейте использовать до 21.08,email
2632,Вам начислены бонусы! Открывайте скорее 💥💥💥,,email
2633,Пора использовать бонусы! Осталось всего два дня 🔥🔥🔥,,email
2627,Вам начислены бонусы! Открывайте скорее 💥💥💥,,email
2636,,,email
2637,"Хотите получить 2000 бонусов? Все просто, открывайте скорее 💚💚💚",,email
2638,Получите 2000 бонусов на покупки в СберМаркет 💚,,email
2652,Урра! Вам начислены бонусы 💥💥,Успейте использовать до 25.08,email
2658,А вы уже успели использовать 200 бонусов и получить скидку? 🚀🚀,Бонусы сгорят через два дня,email
2669,Вам начислены бонусы за покупку! Открывайте скорее 💥💥💥,,email
2672,Пора использовать бонусы! Осталось всего 5 дней🔥🔥🔥,,email
2686,Вам начислены бонусы за покупку! Открывайте скорее 💥💥💥,,email
2690,Пора использовать бонусы! Осталось всего 5 дней🔥🔥🔥,,email
2703,Вам начислены бонусы за покупку! Открывайте скорее 💥💥💥,,email
2707,Пора использовать бонусы! Осталось всего 5 дней🔥🔥🔥,,email
2715,Урра! Вам начислены бонусы 💥💥,Успейте использовать до 27.08,email
2718,А вы уже успели использовать 150 бонусов и получить скидку? 🚀🚀,Бонусы сгорят уже завтра,email
2728,Урра! Вам начислены бонусы 💥💥,Успейте использовать до 27.08,email
2734,А вы уже успели использовать 200 бонусов и получить скидку? 🚀🚀,Бонусы сгорят уже завтра,email
2741,Урра! Вам начислены бонусы 💥💥,Успейте использовать до 27.08,email
2747,А вы уже успели использовать 200 бонусов и получить скидку? 🚀🚀,Бонусы сгорят уже завтра,email
2778,С нами интересно! 💚 Открывайте скорее👉🏼👉🏼,,email
2781,Добро пожаловать 💚 Мы вам очень рады! ,,email
2783,"У нас есть то, что вы любите! 🚀","Товары для дома, для дачи, канцелярия, книги, детские игрушки, автотовары и многое другое👉🏼👉🏼👉🏼",email
2836,Закупаемся перед выходными с выгодой 💥💥💥,,email
2838,Пора пополнять запасы на осень ✨✨,,email
2873,Вам доступно YVES ROCHER ✨,"Открывайте скорее, расскажем, что вы можете там заказать!",email
2876,А ещё вам доступен магазин Улыбка радуги 💚,,email
2880,Товары для дома в HomeMarket  💚,"Вам доступен ещё один магазин, смотрите скорее!",email
2890,А ещё вам доступен магазин Улыбка радуги 💚,,email
2895,Вам доступно YVES ROCHER ✨,"Открывайте скорее, расскажем, что вы можете там заказать!",email
2901,Снабдить офис всем необходимым просто! 💥,,email
